year,Infant,Children,Youth,Adult,Elderly,Sum Prediction,Total_Populations,Province,DependencyRatio
2038,0.0,97453.79019118357,138248.2784200553,688415.8489447106,180993.24465052807,1094125.1618775232,1108541.3585321154,สุราษฎร์ธานี,0.3368321251937509
2039,0.0,93500.59670966642,138139.54252949453,693288.9886047861,184717.66060545514,1096175.788099426,1110699.4445494243,สุราษฎร์ธานี,0.33462678618396813
2040,0.0,89547.4032281493,138030.80663893372,698162.1282648616,188442.0765603822,1098226.414321329,1112857.5305667336,สุราษฎร์ธานี,0.3324465780382543
2041,0.0,85594.20974663217,137922.0707483729,703035.2679249371,192166.49251530925,1100277.0405432316,1115015.6165840428,สุราษฎร์ธานี,0.3302910736234673
2042,0.0,81641.01626511505,137813.3348578121,707908.4075850126,195890.90847023635,1102327.6667651343,1117173.7026013518,สุราษฎร์ธานี,0.3281598554315447
2043,0.0,77687.82278359792,137704.5989672513,712781.5472450881,199615.3244251634,1104378.2929870372,1119331.788618661,สุราษฎร์ธานี,0.3260525153099055
2044,0.0,73734.6293020808,137595.8630766905,717654.6869051636,203339.7403800905,1106428.91920894,1121489.8746359702,สุราษฎร์ธานี,0.32396865420086546
2045,0.0,69781.43582056367,137487.12718612968,722527.8265652391,207064.15633501753,1108479.5454308428,1123647.9606532792,สุราษฎร์ธานี,0.32190788188971137
2046,0.0,65828.24233904654,137378.3912955689,727400.9662253147,210788.5722899446,1110530.1716527457,1125806.0466705884,สุราษฎร์ธานี,0.319869816761105
2047,0.0,61875.048857529415,137269.6554050081,732274.1058853901,214512.98824487167,1112580.7978746484,1127964.1326878977,สุราษฎร์ธานี,0.31785408556349454
2048,0.0,57921.85537601229,137160.91951444728,737147.2455454656,218237.40419979874,1114631.4240965513,1130122.2187052066,สุราษฎร์ธานี,0.3158603231812286
2049,0.0,53968.66189449516,137052.18362388646,742020.385205541,221961.8201547258,1116682.050318454,1132280.3047225159,สุราษฎร์ธานี,0.31388817241408157
2050,0.0,50015.468412978036,136943.44773332568,746893.5248656166,225686.23610965288,1118732.6765403566,1134438.390739825,สุราษฎร์ธานี,0.31193728376390945
2013,6875.727678621398,29207.31392692991,26887.41293778941,93558.00543118775,13749.252540426623,170277.71251495508,177089.0,ระนอง,0.41373341402924724
2014,6649.121181283101,29066.121020491442,26826.765501151553,94769.93993890104,14466.481176401061,171778.4288182282,177100.3348565,ระนอง,0.4126898273811809
2015,6456.984181256736,28971.217147277355,26734.328248888265,95876.24355016915,15165.2305760029,173204.00370359444,179401.82540296428,ระนอง,0.4126351517832652
2016,6155.432946787135,28703.916431063022,26852.887336398737,97326.38044023045,15917.806542862409,174956.42369734176,189808.907206069,ระนอง,0.40890204000920144
2017,5987.8682132408085,28385.381539434944,27057.33124589416,98360.69486846749,16632.414625643392,176423.6904926808,191470.78745181754,ระนอง,0.4066852745059944
2018,5758.140483214608,28427.3456170023,26271.388980252617,98814.3023313076,17352.094645910558,176623.27205768766,192717.7652101948,ระนอง,0.4120181949329359
2019,5653.64221606155,28067.322541640293,25697.321754351276,99288.32000594382,18248.023295444,176954.62981344093,194185.5705473483,ระนอง,0.415799665635314
2020,5503.875354619989,27865.012223296115,25339.74105154697,100486.7197955502,19048.782465526325,178244.1308905396,195687.3184247646,ระนอง,0.4165870174727378
2021,5327.016390973675,27549.355545452025,25022.05735498124,102068.95354205501,19890.30105093116,179857.6838843931,196691.68628996838,ระนอง,0.4151880814773452
2022,4957.8007535670195,26964.928127174462,24255.460266816615,102715.54220423958,20723.17617322324,179616.9075250209,196896.49232000858,ระนอง,0.41462935654119665
2023,4618.618274525332,26268.40955004801,23793.04130727564,102715.5978058061,21720.205165915922,179115.872103571,196551.98563617293,ระนอง,0.41583905541395844
2024,4392.737191457359,25717.169692532225,23303.19415054864,103190.72006233601,22622.317581516203,179226.13867839045,198864.61881074583,ระนอง,0.416875584834535
2025,4166.856108389385,25165.92983501644,22813.34699382164,103665.8423188659,23524.429997116487,179336.40525320987,201177.25198531873,ระนอง,0.41791235560378487
2026,3940.9750253214106,24614.689977500657,22323.49983709464,104140.96457539582,24426.54241271677,179446.6718280293,203489.8851598916,ระนอง,0.4189493678060125
2027,3715.093942253437,24063.45011998487,21833.652680367646,104616.08683192571,25328.654828317052,179556.93840284873,205802.5183344645,ระนอง,0.4199866215255612
2028,3489.2128591854635,23512.210262469085,21343.805523640644,105091.20908845562,26230.767243917337,179667.20497766815,208115.1515090374,ระนอง,0.42102411684681423
2029,3263.3317761174894,22960.9704049533,20853.95836691365,105566.33134498552,27132.879659517617,179777.47155248758,210427.78468361028,ระนอง,0.42206185385419365
2030,3037.450693049516,22409.730547437513,20364.11121018665,106041.45360151543,28034.9920751179,179887.73812730698,212740.41785818318,ระนอง,0.423099832632161
2031,2811.5696099815423,21858.49068992173,19874.26405345965,106516.57585804533,28937.104490718186,179998.00470212646,215053.05103275608,ระนอง,0.4241380532652174
2032,2585.6885269135682,21307.250832405945,19384.41689673265,106991.69811457524,29839.216906318466,180108.27127694586,217365.68420732894,ระนอง,0.42517651583790284
2033,2359.8074438455947,20756.01097489016,18894.569740005652,107466.82037110513,30741.32932191875,180218.5378517653,219678.31738190184,ระนอง,0.4262152204347973
2034,2133.926360777621,20204.771117374374,18404.722583278653,107941.94262763504,31643.44173751903,180328.8044265847,221990.95055647474,ระนอง,0.4272541671405199
2035,1908.045277709647,19653.531259858588,17914.875426551655,108417.06488416494,32545.554153119316,180439.07100140414,224303.58373104763,ระนอง,0.4282933560397291
2036,1682.1641946416735,19102.291402342802,17425.028269824656,108892.18714069485,33447.6665687196,180549.3375762236,226616.21690562053,ระนอง,0.4293327872171231
2037,1456.2831115736994,18551.051544827016,16935.181113097657,109367.30939722474,34349.778984319884,180659.604151043,228928.85008019343,ระนอง,0.43037246075743946
2038,1230.4020285057259,17999.81168731123,16445.33395637066,109842.43165375465,35251.89139992016,180769.87072586245,231241.48325476632,ระนอง,0.43141237674545513
2039,1004.5209454377523,17448.571829795445,15955.48679964366,110317.55391028455,36154.003815520446,180880.13730068185,233554.1164293392,ระนอง,0.432452535265987
2040,778.6398623697783,16897.331972279662,15465.639642916662,110792.67616681446,37056.11623112073,180990.4038755013,235866.7496039121,ระนอง,0.4334929364038911
2041,552.7587793018047,16346.092114763876,14975.792486189664,111267.79842334436,37958.228646721014,181100.67045032073,238179.382778485,ระนอง,0.4345335802440633
2042,326.87769623383065,15794.85225724809,14485.945329462666,111742.92067987427,38860.3410623213,181210.93702514016,240492.01595305788,ระนอง,0.4355744668714388
2043,100.99661316585753,15243.612399732307,13996.098172735667,112218.04293640416,39762.453477921576,181321.20359995958,242804.64912763078,ระนอง,0.43661559637099284
2044,0.0,14692.37254221652,13506.251016008668,112693.16519293407,40664.56589352187,181431.470174779,245117.28230220365,ระนอง,0.43864654923669677
2045,0.0,14141.132684700735,13016.403859281669,113168.28744946397,41566.678309122144,181541.7367495984,247429.91547677654,ระนอง,0.4414783633104777
2046,0.0,13589.89282718495,12526.55670255467,113643.40970599388,42468.79072472243,181652.00332441786,249742.54865134944,ระนอง,0.4443108383684975
2047,0.0,13038.652969669165,12036.709545827673,114118.53196252378,43370.90314032271,181762.2698992373,252055.18182592234,ระนอง,0.4471439746422076
2048,0.0,12487.41311215338,11546.862389100674,114593.65421905369,44273.01555592299,181872.53647405672,254367.81500049523,ระนอง,0.449977772363167
2049,0.0,11936.173254637593,11057.015232373675,115068.77647558358,45175.12797152328,181982.8030488761,256680.44817506813,ระนอง,0.4528122317630434
2050,0.0,11384.93339712181,10567.168075646676,115543.89873211349,46077.24038712356,182093.06962369557,258993.08134964103,ระนอง,0.455647353073612
2013,18362.240712042738,74768.5397065961,73190.2588209619,275655.1759085407,51616.071875,493592.2870231415,498081.1000239869,ชุมพร,0.4149311926810125
2014,17743.351904713316,74507.35465710284,72762.08450865313,278143.04601383803,51991.49186452846,495147.3289488358,500001.9912186665,ชุมพร,0.41105753629640773
2015,17243.741852543902,73966.28935479163,71508.19672024412,280389.9464427385,53540.58017936567,496648.7545496839,502468.5499725718,ชุมพร,0.4113423563012651
2016,16397.226414505614,73646.45660425657,71675.85319390785,282924.93273020006,55314.11976773987,499958.58871060994,508741.4616253089,ชุมพร,0.40991957309877963
2017,15605.026272753192,73411.98470600277,70417.70325119584,285348.37211047095,56827.592713955055,501610.6790543778,510542.54920489073,ชุมพร,0.40994522466608835
2018,14888.063407297423,73130.30424306565,68686.84438330807,287457.28424231923,58748.89379111018,502911.3900671006,512215.30316972104,ชุมพร,0.4121007469864891
2019,14377.315192960015,72879.22374158891,66756.31838248101,288955.13437663234,60709.91653272309,503677.90822638536,513078.11848850816,ชุมพร,0.41597326799447876
2020,13974.279414311432,71396.605802148,65524.021724041384,289538.53743423976,62968.163969453424,503401.608344194,512782.619279561,ชุมพร,0.4177828536401263
2021,13572.367273772948,69989.27916754897,63540.223225182,291733.826690613,65269.90826144025,504105.60461855715,509482.43753774767,ชุมพร,0.41892042139874097
2022,12946.792589786712,68961.39109813239,61455.62794974234,293201.78739839705,67371.59909396841,503937.19813002687,509378.91107389494,ชุมพร,0.4209126224961383
2023,12019.706626708825,67412.75191026616,60342.743288188634,294658.772285453,69492.22506817503,503926.1991787916,509286.2872307285,ชุมพร,0.4195043600433786
2024,11389.692774851648,66150.17035991531,58824.40822166419,296209.0636125909,71344.73753058421,503918.0724996063,509188.2107525849,ชุมพร,0.4193537017683136
2025,10759.67892299447,64887.58880956446,57306.07315513974,297759.35493972886,73197.24999299341,503909.945820421,509090.1342744413,ชุมพร,0.41920307061205386
2026,10129.665071137293,63625.00725921361,55787.7380886153,299309.6462668668,75049.7624554026,503901.8191412356,508992.0577962977,ชุมพร,0.41905246656727785
2027,9499.651219280115,62362.42570886277,54269.403022090846,300859.93759400473,76902.27491781178,503893.69246205024,508893.98131815414,ชุมพร,0.4189018896266669
2028,8869.637367422936,61099.84415851192,52751.067955566396,302410.2289211427,78754.78738022097,503885.5657828649,508795.90484001057,ชุมพร,0.4187513397829045
2029,8239.62351556576,59837.26260816107,51232.73288904195,303960.52024828066,80607.29984263015,503877.4391036796,508697.82836186694,ชุมพร,0.41860081702867713
2030,7609.609663708582,58574.68105781022,49714.3978225175,305510.8115754186,82459.81230503935,503869.3124244942,508599.75188372337,ชุมพร,0.418450321356674
2031,6979.5958118514045,57312.099507459374,48196.06275599306,307061.10290255654,84312.32476744853,503861.18574530893,508501.6754055798,ชุมพร,0.4182998527595864
2032,6349.581959994227,56049.517957108525,46677.72768946861,308611.3942296945,86164.83722985772,503853.05906612356,508403.5989274362,ชุมพร,0.418149411230109
2033,5719.568108137049,54786.93640675768,45159.39262294416,310161.6855568324,88017.3496922669,503844.9323869382,508305.5224492926,ชุมพร,0.4179989967609386
2034,5089.554256279871,53524.35485640683,43641.05755641971,311711.9768839704,89869.86215467608,503836.80570775294,508207.445971149,ชุมพร,0.4178486093447746
2035,4459.540404422693,52261.773306055984,42122.72248989527,313262.26821110834,91722.37461708528,503828.67902856757,508109.36949300545,ชุมพร,0.41769824897431934
2036,3829.526552565516,50999.191755705135,40604.38742337082,314812.55953824625,93574.88707949447,503820.5523493822,508011.2930148619,ชุมพร,0.41754791564227745
2037,3199.5127007083393,49736.610205354285,39086.05235684637,316362.8508653842,95427.39954190365,503812.4256701968,507913.2165367183,ชุมพร,0.41739760934135656
2038,2569.498848851161,48474.028655003436,37567.71729032192,317913.1421925222,97279.91200431284,503804.2989910116,507815.1400585747,ชุมพร,0.4172473300642666
2039,1939.4849969939823,47211.44710465259,36049.382223797475,319463.4335196601,99132.42446672203,503796.17231182614,507717.0635804311,ชุมพร,0.41709707780372035
2040,1309.4711451368057,45948.86555430174,34531.04715727303,321013.72484679805,100984.93692913122,503788.04563264083,507618.98710228753,ชุมพร,0.4169468525524328
2041,679.4572932796273,44686.28400395089,33012.71209074858,322564.016173936,102837.4493915404,503779.9189534555,507520.91062414396,ชุมพร,0.416796654303122
2042,49.44344142245063,43423.70245360004,31494.37702422413,324114.3075010739,104689.96185394959,503771.79227427015,507422.8341460003,ชุมพร,0.4166464830485087
2043,0.0,42161.12090324919,29976.041957699683,325664.5988282119,106542.47431635877,503763.6655950848,507324.75766785676,ชุมพร,0.418128802408509
2044,0.0,40898.53935289835,28457.706891175236,327214.89015534986,108394.98677876795,503755.5389158995,507226.6811897132,ชุมพร,0.41974986932191855
2045,0.0,39635.9578025475,26939.371824650785,328765.18148248777,110247.49924117714,503747.41223671415,507128.6047115696,ชุมพร,0.4213706449641803
2046,0.0,38373.37625219665,25421.03675812634,330315.47280962573,112100.01170358634,503739.2855575288,507030.528233426,ชุมพร,0.4229911294137901
2047,0.0,37110.7947018458,23902.70169160189,331865.7641367637,113952.52416599552,503731.15887834347,506932.4517552824,ชุมพร,0.4246113227492153
2048,0.0,35848.21315149495,22384.366625077448,333416.0554639016,115805.03662840472,503723.0321991581,506834.37527713884,ชุมพร,0.42623122504889555
2049,0.0,34585.6316011441,20866.031558552997,334966.34679103957,117657.5490908139,503714.9055199728,506736.29879899527,ชุมพร,0.4278508363912419
2050,0.0,33323.05005079326,19347.696492028546,336516.63811817754,119510.06155322309,503706.7788407875,506638.2223208517,ชุมพร,0.4294701568546373
2013,58075.396875,235541.0,213162.8608405654,737645.2327749358,123506.85,1367931.3404905014,1397075.0,สงขลา,0.43870392950575904
2014,57930.01779681456,235408.02162499996,211691.81808000765,741479.2068280064,127385.41531968428,1373894.4796495128,1399106.150365642,สงขลา,0.44139345799155066
2015,56737.07774321882,235673.33364883438,209767.82501155956,748266.002381838,132360.8142323809,1382805.0530178316,1408852.7704255003,สงขลา,0.44337810782751225
2016,53600.45802095277,234811.1723632663,207710.76724936577,756368.0024709441,137276.75029262272,1389767.1503971515,1418801.42154483,สงขลา,0.44154937754758233
2017,50720.17385721029,233965.13483789575,206657.69685522025,763339.3931331247,142008.48454822006,1396690.883231671,1426006.8111900531,สงขลา,0.43989182817904443
2018,48611.16225754932,232759.32358238118,204752.88676868982,769113.8856691631,147331.0273988675,1402568.285676651,1432329.89901623,สงขลา,0.44020550384488605
2019,47142.29133755394,230603.92342145668,203925.4919354173,774681.8104768257,152991.92421791752,1409345.4413891712,1440298.9133734885,สงขลา,0.44015422520879344
2020,45081.30468223721,226177.71073532442,202334.5164962553,779567.3719442682,158570.956980114,1411731.860838199,1443415.810546899,สงขลา,0.4377524653510345
2021,43083.73388634129,222335.25510115418,199946.8202676738,785601.5703493777,164314.35068635055,1415281.7302908974,1433940.481604953,สงขลา,0.4360347434637787
2022,39986.549865548215,219271.22459146313,197006.13940133332,792388.2878992761,169145.8328606809,1417798.0346183018,1432955.621796554,สงขลา,0.43299577549321455
2023,37262.105592126274,212570.99846275136,194970.67040028618,796779.230594871,174133.6118896989,1415716.6169397337,1431743.8328040878,สงขลา,0.42749358030603607
2024,34674.26972353008,207607.27080254545,193174.95596781216,802400.0110377095,179266.98367404588,1417123.4912056432,1431945.8322964676,สงขลา,0.4234221813230699
2025,32086.433854933883,202643.5431423395,191379.24153533814,808020.7914805481,184400.35545839288,1418530.3654715526,1432147.8317888472,สงขลา,0.4193819477780664
2026,29498.597986337685,197679.8154821336,189583.52710286411,813641.5719233867,189533.72724273987,1419937.2397374618,1432349.831281227,สงขลา,0.4153725231911361
2027,26910.762117741488,192716.08782192765,187787.8126703901,819262.3523662251,194667.09902708686,1421344.1140033714,1432551.830773607,สงขลา,0.4113935564984419
2028,24322.92624914529,187752.36016172174,185992.09823791607,824883.1328090637,199800.47081143386,1422750.9882692806,1432753.8302659867,สงขลา,0.40744470194972976
2029,21735.090380549093,182788.6325015158,184196.38380544205,830503.9132519022,204933.84259578085,1424157.8625351898,1432955.8297583663,สงขลา,0.4035256190081768
2030,19147.254511952895,177824.90484130988,182400.66937296803,836124.6936947408,210067.21438012784,1425564.7368010995,1433157.8292507462,สงขลา,0.3996359722524963
2031,16559.418643356697,172861.17718110394,180604.954940494,841745.4741375793,215200.58616447484,1426971.6110670087,1433359.828743126,สงขลา,0.3957754312812402
2032,13971.5827747605,167897.44952089802,178809.24050801998,847366.2545804179,220333.95794882183,1428378.4853329181,1433561.8282355058,สงขลา,0.39194367061924207
2033,11383.746906164302,162933.72186069208,177013.52607554596,852987.0350232564,225467.32973316885,1429785.3595988278,1433763.8277278855,สงขลา,0.38814036962614434
2034,8795.911037568105,157969.99420048617,175217.81164307194,858607.815466095,230600.70151751584,1431192.233864737,1433965.8272202653,สงขลา,0.3843652124069567
2035,6208.075168971904,153006.26654028022,173422.09721059792,864228.5959089336,235734.07330186284,1432599.1081306464,1434167.8267126451,สงขลา,0.38061788772459204
2036,3620.2393003757097,148042.53888007428,171626.3827781239,869849.3763517721,240867.44508620983,1434005.9823965558,1434369.826205025,สงขลา,0.3768980889143309
2037,1032.4034317795158,143078.81121986837,169830.66834564984,875470.1567946105,246000.81687055682,1435412.8566624653,1434571.8256974046,สงขลา,0.37320551380016254
2038,0.0,138115.08355966245,168034.95391317585,881090.9372374491,251134.18865490382,1436819.7309283745,1434773.8251897844,สงขลา,0.37102246307891473
2039,0.0,133151.3558994565,166239.2394807018,886711.7176802877,256267.5604392508,1438226.605194284,1434975.8246821642,สงขลา,0.3698357589119582
2040,0.0,128187.62823925058,164443.5250482278,892332.4981231262,261400.9322235978,1439633.4794601933,1435177.824174544,สงขลา,0.36865764544288626
2041,0.0,123223.90057904465,162647.81061575375,897953.2785659648,266534.30400794477,1441040.3537261025,1435379.8236669237,สงขลา,0.3674880297244444
2042,0.0,118260.17291883873,160852.09618327976,903574.0590088033,271667.67579229176,1442447.2279920122,1435581.8231593035,สงขลา,0.36632682014541934
2043,0.0,113296.4452586328,159056.3817508057,909194.8394516419,276801.0475766388,1443854.1022579216,1435783.8226516834,สงขลา,0.36517392640672025
2044,0.0,108332.71759842687,157260.6673183317,914815.6198944804,281934.4193609858,1445260.9765238308,1435985.8221440632,สงขลา,0.36402925949796966
2045,0.0,103368.98993822094,155464.95288585767,920436.4003373189,287067.7911453328,1446667.8507897402,1436187.8216364428,สงขลา,0.3628927316745967
2046,0.0,98405.262278015,153669.23845338364,926057.1807801574,292201.1629296798,1448074.7250556496,1436389.8211288226,สงขลา,0.36176425643541466
2047,0.0,93441.53461780907,151873.52402090962,931677.961222996,297334.5347140268,1449481.599321559,1436591.8206212025,สงขลา,0.36064374850067493
2048,0.0,88477.80695760314,150077.8095884356,937298.7416658346,302467.9064983738,1450888.4735874683,1436793.8201135823,สงขลา,0.35953112379058366
2049,0.0,83514.07929739723,148282.09515596158,942919.5221086731,307601.27828272077,1452295.347853378,1436995.819605962,สงขลา,0.35842629940427034
2050,0.0,78550.35163719128,146486.38072348756,948540.3025515117,312734.65006706776,1453702.2221192871,1437197.8190983417,สงขลา,0.3573291935991973
2013,15537.0,60163.628124999996,50369.333917038246,159749.1714007644,22089.814034854204,307908.9474776568,309837.0403928857,สตูล,0.46540613836914024
2014,15592.161399999999,60182.573269391985,49913.70487492068,161428.47809594026,23025.594320028817,310142.51196028176,312732.6939081303,สตูล,0.46748986690954647
2015,15482.106041965,60544.064453514875,49375.01889872659,163569.58471142696,23945.877611212545,312916.651716846,315570.91266963497,สตูล,0.4694744380079026
2016,14505.674180978425,61056.40071686124,48900.45854231323,166251.4587159974,24823.29505568251,315537.2872118328,319034.8957907072,สตูล,0.4665790165048813
2017,13451.747790650328,61398.941612402996,48649.77142948345,168176.1180126461,25797.440203123788,317474.0190483067,319870.38277140097,สตูล,0.46418870857688754
2018,12970.361652260093,61247.7891317569,48026.465834157876,170216.71395328274,26979.51632493667,319440.8468963943,321707.3531757957,สตูล,0.4636922317916912
2019,12537.254201789347,61073.09053588054,47424.495219212185,172157.4476109978,28056.95967539114,321249.24724327103,323480.7020499409,สตูล,0.4630039387695667
2020,12340.961248410493,60015.11146353425,47211.10679230722,173911.6209350779,29251.865267448207,322730.665706778,325544.96442832524,สตูล,0.4595092463976023
2021,11513.337323685999,59234.82181847695,47138.38466694971,175650.80724394787,30259.50891498034,323796.85996804084,325163.33907607384,สตูล,0.45337777470614615
2022,10448.374345180144,58674.03281061133,46839.17232044648,177326.3848216436,31076.218051775348,324364.1823496569,325548.14515335514,สตูล,0.44698492705574167
2023,9633.704119200642,57215.911470070605,47275.14414207466,178335.67518288307,31968.318721563224,324428.7536357922,325829.58052670397,สตูล,0.43800175278164477
2024,8811.446366675384,56205.54226768742,47307.30970914544,180081.31992270035,32917.700686476244,325323.3189526848,326331.2581346225,สตูล,0.4306929923426711
2025,7989.188614150127,55195.17306530424,47339.47527621622,181826.96466251765,33867.08265138927,326217.88426957757,326832.935742541,สตูล,0.42349763061637513
2026,7166.930861624869,54184.80386292106,47371.640843286994,183572.60940233493,34816.46461630229,327112.44958647015,327334.6133504595,สตูล,0.416413048770723
2027,6344.673109099611,53174.434660537874,47403.80641035777,185318.25414215223,35765.846581215315,328007.0149033628,327836.290958378,สตูล,0.409436707996805
2028,5522.415356574354,52164.06545815469,47435.97197742855,187063.8988819695,36715.22854612834,328901.5802202554,328337.9685662965,สตูล,0.40256614647544503
2029,4700.157604049096,51153.69625577151,47468.137544499325,188809.5436217868,37664.61051104136,329796.1455371481,328839.646174215,สตูล,0.39579897648075396
2030,3877.899851523838,50143.327053388326,47500.3031115701,190555.1883616041,38613.99247595439,330690.71085404075,329341.3237821335,สตูล,0.3891328816134677
2031,3055.64209899858,49132.95785100514,47532.468678640886,192300.8331014214,39563.37444086741,331585.2761709334,329843.001390052,สตูล,0.3825656141573356
2032,2233.384346473322,48122.58864862196,47564.63424571166,194046.47784123867,40512.756405780434,332479.8414878261,330344.6789979706,สตูล,0.37609499255222223
2033,1411.1265939480654,47112.21944623878,47596.79981278244,195792.12258105597,41462.13837069346,333374.40680471866,330846.3566058891,สตูล,0.3697188989779527
2034,588.8688414228072,46101.850243855595,47628.965379853216,197537.76732087324,42411.52033560648,334268.97212161135,331348.0342138076,สตูล,0.36343527704328243
2035,0.0,45091.48104147241,47661.13094692399,199283.41206069055,43360.902300519505,335163.53743850405,331849.7118217261,สตูล,0.3581872361490672
2036,0.0,44081.11183908923,47693.29651399477,201029.05680050782,44310.28426543252,336058.1027553966,332351.3894296446,สตูล,0.35538179390234886
2037,0.0,43070.74263670605,47725.46208106555,202774.70154032513,45259.66623034555,336952.6680722893,332853.06703756313,สตูล,0.35261617234132975
2038,0.0,42060.373434322864,47757.627648136324,204520.3462801424,46209.04819525857,337847.2333891819,333354.74464548164,สตูล,0.34988952961337777
2039,0.0,41050.00423193969,47789.7932152071,206265.9910199597,47158.4301601716,338741.7987060746,333856.42225340015,สตูล,0.3472010474300445
2040,0.0,40039.635029556506,47821.95878227788,208011.63575977698,48107.812125084616,339636.36402296723,334358.09986131865,สตูล,0.34454993024831665
2041,0.0,39029.26582717332,47854.124349348655,209757.2804995943,49057.19408999765,340530.92933985987,334859.77746923716,สตูล,0.3419354044857708
2042,0.0,38018.89662479014,47886.28991641943,211502.92523941156,50006.57605491066,341425.49465675256,335361.45507715567,สตูล,0.3393567177680017
2043,0.0,37008.52742240696,47918.45548349021,213248.56997922887,50955.95801982369,342320.0599736452,335863.1326850742,สตูล,0.3368131382067885
2044,0.0,35998.158220023775,47950.621050560985,214994.21471904614,51905.33998473671,343214.62529053784,336364.8102929927,สตูล,0.33430395370754395
2045,0.0,34987.78901764059,47982.78661763176,216739.85945886344,52854.721949649735,344109.19060743053,336866.4879009112,สตูล,0.33182847130466897
2046,0.0,33977.41981525741,48014.952184702546,218485.50419868072,53804.10391456276,345003.7559243231,337368.1655088297,สตูล,0.3293860165235105
2047,0.0,32967.05061287423,48047.11775177332,220231.14893849802,54753.48587947578,345898.3212412158,337869.8431167482,สตูล,0.32697593276768794
2048,0.0,31956.68141049104,48079.2833188441,221976.7936783153,55702.867844388806,346792.88655810844,338371.5207246667,สตูล,0.3245975807306195
2049,0.0,30946.312208107858,48111.44888591488,223722.4384181326,56652.24980930183,347687.4518750011,338873.1983325852,สตูล,0.3222503378301407
2050,0.0,29935.943005724675,48143.614452985654,225468.08315794988,57601.63177421485,348582.0171918937,339374.8759405038,สตูล,0.3199335976651639
2013,25667.37592763553,104956.78514502109,100526.33579212616,343803.3324487452,55910.89745718501,630864.726770713,637717.525,ตรัง,0.41981229673081577
2014,24831.663258876044,104568.48697245271,98890.41283881705,346269.3534751629,58146.22315293737,632706.139698246,638030.808318405,ตรัง,0.42130126659287076
2015,24111.215321107535,104005.04494711732,97093.47196618468,349506.36716281646,60250.35883804653,634966.4582352726,640382.8538348953,ตรัง,0.4217794154911493
2016,22178.400785004975,103730.95138236132,94931.45573658556,353478.2637345569,62252.26912933353,636571.3407678423,642723.5781240353,ตรัง,0.41961985462451384
2017,20728.696765204295,102630.17880953058,93274.63142942906,356286.3383361592,64479.27214816745,637399.1174884907,643526.7997895658,ตรัง,0.4178257463517031
2018,19524.84058039743,101679.05265115533,91094.13305160073,358814.76800647733,67089.50975363748,638202.3040432683,644516.2674415996,ตรัง,0.4185145093648275
2019,18733.45693565736,100253.14299156431,88185.37171595362,361057.2132743796,69758.40902023554,637987.5939377905,644144.4635742807,ตรัง,0.4201405103915485
2020,18141.777995268338,97820.31891737075,86318.70180345658,362027.1540907142,72807.17127926048,637115.1240860703,643581.7189080847,ตรัง,0.4210349347724481
2021,17098.931145176855,95734.07433278805,84756.16224896592,364555.1266965288,75289.51266490888,637433.8070883685,640097.5335247746,ตรัง,0.41869083366319476
2022,15504.339597245282,92981.20097455077,83155.69390571835,366971.57811699057,77726.35876744578,636339.1713619508,638360.7535645877,ตรัง,0.4136872189558145
2023,13595.056820561755,90197.10817788192,81724.18667979255,368439.32238030236,80239.62818464449,634195.3022431831,636656.2042384745,ตรัง,0.4088109975136184
2024,12048.184252529269,87633.2163524826,79859.07347355632,370466.67141559557,82713.93479469744,632721.0802888612,635060.68985267,ตรัง,0.4050297756007845
2025,10501.311684496784,85069.32452708327,77993.96026732009,372494.0204508888,85188.2414047504,631246.8583345393,633465.1754668654,ตรัง,0.40125127717758025
2026,8954.439116464298,82505.43270168394,76128.84706108386,374521.369486182,87662.54801480335,629772.6363802174,631869.6610810609,ตรัง,0.39747549930260506
2027,7407.5665484318115,79941.54087628462,74263.73385484763,376548.7185214752,90136.8546248563,628298.4144258955,630274.1466952563,ตรัง,0.39370243903869256
2028,5860.693980399326,77377.64905088529,72398.6206486114,378576.0675567684,92611.16123490926,626824.1924715736,628678.6323094518,ตรัง,0.38993209345290286
2029,4313.82141236684,74813.75722548596,70533.50744237516,380603.41659206164,95085.46784496222,625349.9705172519,627083.1179236473,ตรัง,0.38616445961651485
2030,2766.9488443343544,72249.86540008662,68668.39423613893,382630.76562735485,97559.77445501517,623875.74856293,625487.6035378427,ตรัง,0.3823995346050192
2031,1220.0762763018683,69685.9735746873,66803.28102990272,384658.11466264806,100034.08106506812,622401.5266086081,623892.0891520382,ตรัง,0.3786373154981097
2032,0.0,67122.08174928797,64938.16782366648,386685.4636979413,102508.38767512108,620927.3046542862,622296.5747662337,ตรัง,0.3756014025503737
2033,0.0,64558.18992388865,63073.05461743025,388712.8127332345,104982.69428517403,619453.0826999643,620701.0603804291,ตรัง,0.3752682331638084
2034,0.0,61994.29809848932,61207.94141119402,390740.1617685277,107457.00089522699,617978.8607456425,619105.5459946246,ตรัง,0.3749353029728997
2035,0.0,59430.40627308999,59342.82820495779,392767.5108038209,109931.30750527992,616504.6387913205,617510.0316088201,ตรัง,0.3746026117201478
2036,0.0,56866.514447690664,57477.71499872157,394794.8598391141,112405.6141153329,615030.4168369987,615914.5172230155,ตรัง,0.37427015914842243
2037,0.0,54302.62262229133,55612.60179248534,396822.20887440734,114879.92072538583,613556.1948826767,614319.002837211,ตรัง,0.37393794500096195
